# This is a data table for pyrolite computed using Perple_X.
# Independent variables are temperature and pressure.
# POINTS: 200 200
T(K)           P(bar)         s,J/K/kg       rho,kg/m3      alpha,1/K      cp,J/K/m3      vp,km/s        vs,km/s        h,J/kg        
  3647.74       0.128141E+007   2975.46        5399.49       0.130228E-004  0.673516E+007   13.7060        7.11772       0.171364E+008
  3669.05       0.128141E+007   2982.72        5397.99       0.130335E-004  0.673636E+007   13.7030        7.11448       0.171629E+008
  3690.35       0.128141E+007   2989.95        5396.49       0.130442E-004  0.673756E+007   13.7000        7.11123       0.171896E+008
  3711.66       0.128141E+007   2997.15        5394.99       0.130548E-004  0.673875E+007   13.6969        7.10797       0.172162E+008
  3732.96       0.128141E+007   3004.30        5393.49       0.130655E-004  0.673993E+007   13.6939        7.10471       0.172428E+008
  3754.27       0.128141E+007   3011.42        5391.98       0.130761E-004  0.674111E+007   13.6908        7.10144       0.172694E+008
  3775.58       0.128141E+007   3018.50        5390.48       0.130868E-004  0.674229E+007   13.6878        7.09817       0.172961E+008
  3796.88       0.128141E+007   3025.54        5388.97       0.130975E-004  0.674346E+007   13.6847        7.09489       0.173228E+008
  3818.19       0.128141E+007   3032.55        5387.47       0.131082E-004  0.674463E+007   13.6817        7.09161       0.173494E+008
  3839.50       0.128141E+007   3039.52        5385.96       0.131189E-004  0.674579E+007   13.6786        7.08832       0.173761E+008
  3860.80       0.128141E+007   3046.45        5384.46       0.131296E-004  0.674695E+007   13.6756        7.08503       0.174028E+008
  3882.11       0.128141E+007   3053.35        5382.95       0.131403E-004  0.674810E+007   13.6725        7.08173       0.174295E+008
  3903.42       0.128141E+007   3060.22        5381.44       0.131510E-004  0.674925E+007   13.6694        7.07843       0.174563E+008
  3924.72       0.128141E+007   3067.05        5379.93       0.131618E-004  0.675040E+007   13.6664        7.07512       0.174830E+008
  3946.03       0.128141E+007   3073.85        5378.42       0.131725E-004  0.675155E+007   13.6633        7.07181       0.175098E+008
  3967.34       0.128141E+007   3080.61        5376.91       0.131832E-004  0.675269E+007   13.6602        7.06849       0.175365E+008
  3988.64       0.128141E+007   3087.34        5375.40       0.131940E-004  0.675382E+007   13.6571        7.06517       0.175633E+008
  4009.95       0.128141E+007   3094.04        5373.88       0.132047E-004  0.675495E+007   13.6540        7.06185       0.175901E+008
  4031.26       0.128141E+007   3100.70        5372.37       0.132155E-004  0.675609E+007   13.6510        7.05851       0.176169E+008
  4052.56       0.128141E+007   3107.34        5370.86       0.132263E-004  0.675722E+007   13.6479        7.05518       0.176437E+008
  4073.87       0.128141E+007   3113.94        5369.34       0.132371E-004  0.675836E+007   13.6448        7.05184       0.176705E+008
  4095.18       0.128141E+007   3120.51        5367.82       0.132479E-004  0.675947E+007   13.6417        7.04849       0.176973E+008
  4116.48       0.128141E+007   3127.04        5366.31       0.132587E-004  0.676059E+007   13.6386        7.04514       0.177242E+008
  4137.79       0.128141E+007   3133.55        5364.79       0.132695E-004  0.676171E+007   13.6355        7.04178       0.177510E+008
  4159.10       0.128141E+007   3140.03        5363.27       0.132803E-004  0.676283E+007   13.6324        7.03843       0.177779E+008
  4180.40       0.128141E+007   3146.47        5361.75       0.132912E-004  0.676394E+007   13.6293        7.03506       0.178048E+008
  4201.71       0.128141E+007   3152.89        5360.23       0.133020E-004  0.676506E+007   13.6261        7.03168       0.178317E+008
  4223.02       0.128141E+007   3159.28        5358.71       0.133129E-004  0.676617E+007   13.6230        7.02830       0.178586E+008
  4244.32       0.128141E+007   3165.64        5357.19       0.133238E-004  0.676728E+007   13.6199        7.02491       0.178855E+008
  4265.63       0.128141E+007   3171.97        5355.67       0.133346E-004  0.676839E+007   13.6168        7.02151       0.179124E+008
  4286.93       0.128141E+007   3178.27        5354.15       0.133455E-004  0.676949E+007   13.6136        7.01811       0.179394E+008
  4308.24       0.128141E+007   3184.54        5352.62       0.133565E-004  0.677059E+007   13.6105        7.01471       0.179663E+008
  4329.55       0.128141E+007   3190.78        5351.10       0.133674E-004  0.677170E+007   13.6074        7.01131       0.179933E+008
  4350.85       0.128141E+007   3197.00        5349.57       0.133783E-004  0.677280E+007   13.6042        7.00790       0.180203E+008
  4372.16       0.128141E+007   3203.18        5348.05       0.133893E-004  0.677390E+007   13.6011        7.00447       0.180473E+008
  4393.47       0.128141E+007   3209.34        5346.52       0.134002E-004  0.677500E+007   13.5980        7.00105       0.180743E+008
  4414.77       0.128141E+007   3215.48        5344.99       0.134112E-004  0.677610E+007   13.5948        6.99763       0.181013E+008
  4436.08       0.128141E+007   3221.58        5343.46       0.134222E-004  0.677720E+007   13.5917        6.99420       0.181283E+008
  4457.39       0.128141E+007   3227.66        5341.93       0.134332E-004  0.677830E+007   13.5885        6.99076       0.181553E+008
  4478.69       0.128141E+007   3233.72        5340.40       0.134442E-004  0.677939E+007   13.5854        6.98732       0.181824E+008
  4500.00       0.128141E+007   3239.75        5338.87       0.134552E-004  0.678049E+007   13.5822        6.98387       0.182094E+008
  260.000       0.128894E+007   216.115        5713.30       0.421773E-005  0.245603E+007   14.2263        7.79719       0.132132E+008
  281.307       0.128894E+007   252.118        5712.75       0.475589E-005  0.276810E+007   14.2252        7.79611       0.132230E+008
  302.613       0.128894E+007   289.373        5712.14       0.526299E-005  0.306192E+007   14.2240        7.79490       0.132339E+008
  323.920       0.128894E+007   329.065        5711.23       0.573617E-005  0.333555E+007   14.2196        7.78914       0.132463E+008
  345.226       0.128894E+007   367.690        5710.51       0.617451E-005  0.358889E+007   14.2181        7.78770       0.132593E+008
  366.533       0.128894E+007   406.558        5709.73       0.657847E-005  0.382202E+007   14.2165        7.78616       0.132731E+008
  387.839       0.128894E+007   445.447        5708.91       0.694953E-005  0.403583E+007   14.2149        7.78452       0.132878E+008
  409.146       0.128894E+007   484.179        5708.04       0.728971E-005  0.423148E+007   14.2131        7.78280       0.133032E+008
  430.452       0.128894E+007   525.537        5706.64       0.760282E-005  0.441079E+007   14.2052        7.77212       0.133206E+008
  451.759       0.128894E+007   563.578        5705.70       0.788817E-005  0.457420E+007   14.2033        7.77024       0.133374E+008
  473.065       0.128894E+007   601.134        5704.73       0.814949E-005  0.472348E+007   14.2013        7.76829       0.133548E+008
  494.372       0.128894E+007   638.145        5703.72       0.838899E-005  0.485993E+007   14.1992        7.76628       0.133727E+008
  515.678       0.128894E+007   674.567        5702.69       0.860871E-005  0.498474E+007   14.1971        7.76421       0.133910E+008
  536.985       0.128894E+007   710.368        5701.63       0.881056E-005  0.509904E+007   14.1950        7.76210       0.134099E+008
  558.291       0.128894E+007   748.765        5700.00       0.899792E-005  0.520434E+007   14.1864        7.75063       0.134309E+008
  579.598       0.128894E+007   783.283        5698.90       0.916899E-005  0.530051E+007   14.1842        7.74840       0.134505E+008
  600.905       0.128894E+007   817.147        5697.77       0.932688E-005  0.538892E+007   14.1819        7.74614       0.134705E+008
  622.211       0.128894E+007   850.355        5696.63       0.947286E-005  0.547032E+007   14.1796        7.74384       0.134908E+008
  643.518       0.128894E+007   882.914        5695.48       0.960806E-005  0.554537E+007   14.1772        7.74150       0.135114E+008
  664.824       0.128894E+007   918.534        5693.72       0.973482E-005  0.561498E+007   14.1686        7.72999       0.135347E+008
  686.131       0.128894E+007   949.826        5692.53       0.985140E-005  0.567904E+007   14.1662        7.72758       0.135559E+008
  707.437       0.128894E+007   980.498        5691.33       0.995995E-005  0.573839E+007   14.1637        7.72514       0.135772E+008
  728.744       0.128894E+007   1010.56        5690.11       0.100612E-004  0.579343E+007   14.1612        7.72267       0.135988E+008
  750.050       0.128894E+007   1040.04        5688.89       0.101559E-004  0.584457E+007   14.1587        7.72018       0.136206E+008
  771.357       0.128894E+007   1073.31        5687.03       0.102454E-004  0.589223E+007   14.1503        7.70883       0.136459E+008
  792.663       0.128894E+007   1101.65        5685.79       0.103285E-004  0.593653E+007   14.1478        7.70628       0.136681E+008
  813.970       0.128894E+007   1131.61        5684.30       0.104067E-004  0.597784E+007   14.1433        7.70080       0.136922E+008
  835.276       0.128894E+007   1158.87        5683.04       0.104801E-004  0.601645E+007   14.1407        7.69821       0.137147E+008
  856.583       0.128894E+007   1185.62        5681.76       0.105493E-004  0.605257E+007   14.1380        7.69560       0.137373E+008
  877.889       0.128894E+007   1212.54        5680.40       0.106148E-004  0.608639E+007   14.1347        7.69191       0.137607E+008
  899.196       0.128894E+007   1239.17        5678.99       0.106767E-004  0.611811E+007   14.1309        7.68750       0.137843E+008
  920.503       0.128894E+007   1265.54        5677.48       0.107353E-004  0.614786E+007   14.1264        7.68205       0.138083E+008
  941.809       0.128894E+007   1290.38        5676.18       0.107909E-004  0.617587E+007   14.1237        7.67937       0.138314E+008
  963.116       0.128894E+007   1314.77        5674.87       0.108436E-004  0.620224E+007   14.1210        7.67667       0.138547E+008
  984.422       0.128894E+007   1342.57        5672.92       0.108939E-004  0.622687E+007   14.1130        7.66585       0.138817E+008
  1005.73       0.128894E+007   1366.12        5671.60       0.109417E-004  0.625030E+007   14.1103        7.66312       0.139052E+008
  1027.04       0.128894E+007   1389.26        5670.28       0.109873E-004  0.627243E+007   14.1075        7.66037       0.139287E+008
  1048.34       0.128894E+007   1413.75        5668.76       0.110309E-004  0.629329E+007   14.1031        7.65506       0.139541E+008
  1069.65       0.128894E+007   1436.13        5667.42       0.110725E-004  0.631309E+007   14.1004        7.65229       0.139778E+008
  1090.95       0.128894E+007   1458.13        5666.08       0.111125E-004  0.633185E+007   14.0976        7.64951       0.140016E+008
  1112.26       0.128894E+007   1479.78        5664.74       0.111508E-004  0.634964E+007   14.0948        7.64671       0.140255E+008
  1133.57       0.128894E+007   1503.36        5663.18       0.111875E-004  0.636649E+007   14.0895        7.64024       0.140519E+008
  1154.87       0.128894E+007   1524.84        5661.94       0.112230E-004  0.638270E+007   14.0865        7.63734       0.140765E+008
  1176.18       0.128894E+007   1545.86        5660.67       0.112571E-004  0.639808E+007   14.0837        7.63456       0.141010E+008
  1197.49       0.128894E+007   1566.41        5659.36       0.112899E-004  0.641266E+007   14.0809        7.63189       0.141254E+008
  1218.79       0.128894E+007   1586.94        5658.12       0.113217E-004  0.642667E+007   14.0778        7.62895       0.141502E+008
  1240.10       0.128894E+007   1607.49        5656.95       0.113525E-004  0.644016E+007   14.0745        7.62573       0.141756E+008
  1261.41       0.128894E+007   1627.35        5655.69       0.113822E-004  0.645289E+007   14.0715        7.62283       0.142004E+008
  1282.71       0.128894E+007   1646.38        5654.29       0.114107E-004  0.646487E+007   14.0690        7.62035       0.142246E+008
  1304.02       0.128894E+007   1665.89        5653.08       0.114387E-004  0.647659E+007   14.0658        7.61726       0.142499E+008
  1325.33       0.128894E+007   1684.17        5651.63       0.114654E-004  0.648745E+007   14.0634        7.61501       0.142739E+008
  1346.63       0.128894E+007   1703.36        5650.46       0.114918E-004  0.649829E+007   14.0600        7.61165       0.142996E+008
  1367.94       0.128894E+007   1720.70        5648.90       0.115169E-004  0.650809E+007   14.0580        7.60977       0.143231E+008
  1389.25       0.128894E+007   1738.98        5647.63       0.115418E-004  0.651791E+007   14.0549        7.60677       0.143483E+008
  1410.55       0.128894E+007   1757.14        5646.38       0.115660E-004  0.652739E+007   14.0517        7.60365       0.143738E+008
  1431.86       0.128894E+007   1774.93        5645.10       0.115895E-004  0.653644E+007   14.0486        7.60064       0.143990E+008
  1453.17       0.128894E+007   1792.47        5643.82       0.116125E-004  0.654514E+007   14.0455        7.59762       0.144243E+008
  1474.47       0.128894E+007   1809.93        5642.57       0.116350E-004  0.655356E+007   14.0422        7.59446       0.144499E+008
  1495.78       0.128894E+007   1827.19        5641.33       0.116569E-004  0.656168E+007   14.0389        7.59128       0.144755E+008
  1517.09       0.128894E+007   1844.40        5640.13       0.116785E-004  0.656957E+007   14.0355        7.58793       0.145015E+008
  1538.39       0.128894E+007   1861.21        5638.88       0.116995E-004  0.657710E+007   14.0322        7.58473       0.145271E+008
  1559.70       0.128894E+007   1877.82        5637.62       0.117201E-004  0.658437E+007   14.0289        7.58152       0.145529E+008
  1581.01       0.128894E+007   1894.36        5636.41       0.117403E-004  0.659144E+007   14.0254        7.57816       0.145788E+008
  1602.31       0.128894E+007   1910.74        5635.20       0.117601E-004  0.659828E+007   14.0219        7.57476       0.146049E+008
  1623.62       0.128894E+007   1927.12        5634.05       0.117797E-004  0.660498E+007   14.0182        7.57118       0.146313E+008
  1644.92       0.128894E+007   1943.11        5632.84       0.117988E-004  0.661138E+007   14.0147        7.56775       0.146575E+008
  1666.23       0.128894E+007   1958.90        5631.62       0.118176E-004  0.661758E+007   14.0112        7.56432       0.146836E+008
  1687.54       0.128894E+007   1974.64        5630.44       0.118361E-004  0.662362E+007   14.0075        7.56075       0.147100E+008
  1708.84       0.128894E+007   1990.26        5629.28       0.118544E-004  0.662951E+007   14.0038        7.55711       0.147366E+008
  1730.15       0.128894E+007   2005.95        5628.19       0.118724E-004  0.663532E+007   13.9998        7.55324       0.147635E+008
  1751.46       0.128894E+007   2021.21        5627.03       0.118902E-004  0.664086E+007   13.9960        7.54957       0.147901E+008
  1772.76       0.128894E+007   2036.31        5625.86       0.119076E-004  0.664624E+007   13.9923        7.54590       0.148167E+008
  1794.07       0.128894E+007   2051.36        5624.73       0.119249E-004  0.665151E+007   13.9883        7.54209       0.148435E+008
  1815.38       0.128894E+007   2066.32        5623.62       0.119419E-004  0.665668E+007   13.9843        7.53817       0.148706E+008
  1836.68       0.128894E+007   2081.19        5622.53       0.119588E-004  0.666172E+007   13.9802        7.53418       0.148977E+008
  1857.99       0.128894E+007   2096.05        5621.50       0.119755E-004  0.666671E+007   13.9759        7.53001       0.149252E+008
  1879.30       0.128894E+007   2110.54        5620.38       0.119920E-004  0.667147E+007   13.9719        7.52605       0.149522E+008
  1900.60       0.128894E+007   2124.97        5619.30       0.120083E-004  0.667615E+007   13.9677        7.52196       0.149795E+008
  1921.91       0.128894E+007   2139.37        5618.26       0.120245E-004  0.668077E+007   13.9634        7.51774       0.150070E+008
  1943.22       0.128894E+007   2153.63        5617.22       0.120405E-004  0.668528E+007   13.9590        7.51349       0.150346E+008
  1964.52       0.128894E+007   2168.04        5616.28       0.120564E-004  0.668982E+007   13.9543        7.50890       0.150628E+008
  1985.83       0.128894E+007   2182.01        5615.23       0.120722E-004  0.669412E+007   13.9499        7.50463       0.150903E+008
  2007.14       0.128894E+007   2195.91        5614.21       0.120878E-004  0.669835E+007   13.9454        7.50024       0.151181E+008
  2028.44       0.128894E+007   2211.30        5613.79       0.121039E-004  0.670330E+007   13.9390        7.49410       0.151492E+008
  2049.75       0.128894E+007   2223.66        5612.30       0.121187E-004  0.670672E+007   13.9360        7.49101       0.151744E+008
  2071.06       0.128894E+007   2237.29        5611.32       0.121340E-004  0.671075E+007   13.9313        7.48640       0.152025E+008
  2092.36       0.128894E+007   2250.30        5610.16       0.121489E-004  0.671444E+007   13.9272        7.48235       0.152296E+008
  2113.67       0.128894E+007   2262.43        5608.71       0.121634E-004  0.671768E+007   13.9240        7.47915       0.152551E+008
  2134.97       0.128894E+007   2274.45        5607.26       0.121778E-004  0.672084E+007   13.9208        7.47595       0.152806E+008
  2156.28       0.128894E+007   2286.36        5605.80       0.121921E-004  0.672392E+007   13.9177        7.47276       0.153061E+008
  2177.59       0.128894E+007   2298.16        5604.35       0.122063E-004  0.672694E+007   13.9145        7.46958       0.153317E+008
  2198.89       0.128894E+007   2309.85        5602.89       0.122204E-004  0.672989E+007   13.9113        7.46636       0.153573E+008
  2220.20       0.128894E+007   2321.44        5601.43       0.122344E-004  0.673278E+007   13.9081        7.46316       0.153829E+008
  2241.51       0.128894E+007   2332.92        5599.97       0.122483E-004  0.673561E+007   13.9049        7.45992       0.154085E+008
  2262.81       0.128894E+007   2344.31        5598.51       0.122621E-004  0.673837E+007   13.9017        7.45670       0.154342E+008
  2284.12       0.128894E+007   2355.59        5597.05       0.122759E-004  0.674108E+007   13.8985        7.45344       0.154598E+008
  2305.43       0.128894E+007   2366.78        5595.59       0.122896E-004  0.674374E+007   13.8953        7.45021       0.154855E+008
  2326.73       0.128894E+007   2377.87        5594.12       0.123032E-004  0.674634E+007   13.8921        7.44702       0.155112E+008
  2348.04       0.128894E+007   2388.87        5592.66       0.123167E-004  0.674890E+007   13.8889        7.44378       0.155369E+008
  2369.35       0.128894E+007   2399.77        5591.19       0.123302E-004  0.675140E+007   13.8857        7.44053       0.155626E+008
  2390.65       0.128894E+007   2410.59        5589.72       0.123436E-004  0.675386E+007   13.8825        7.43726       0.155884E+008
  2411.96       0.128894E+007   2421.31        5588.25       0.123570E-004  0.675627E+007   13.8793        7.43400       0.156141E+008
  2433.27       0.128894E+007   2431.95        5586.78       0.123703E-004  0.675864E+007   13.8760        7.43074       0.156399E+008
  2454.57       0.128894E+007   2442.50        5585.31       0.123836E-004  0.676096E+007   13.8728        7.42746       0.156657E+008
  2475.88       0.128894E+007   2452.97        5583.84       0.123968E-004  0.676325E+007   13.8695        7.42417       0.156915E+008
  2497.19       0.128894E+007   2463.35        5582.36       0.124100E-004  0.676549E+007   13.8663        7.42088       0.157173E+008
  2518.49       0.128894E+007   2473.65        5580.89       0.124231E-004  0.676770E+007   13.8630        7.41758       0.157431E+008
  2539.80       0.128894E+007   2483.87        5579.41       0.124362E-004  0.676988E+007   13.8598        7.41428       0.157690E+008
  2561.11       0.128894E+007   2494.01        5577.93       0.124492E-004  0.677202E+007   13.8565        7.41098       0.157948E+008
  2582.41       0.128894E+007   2504.07        5576.45       0.124622E-004  0.677412E+007   13.8532        7.40761       0.158207E+008
  2603.72       0.128894E+007   2514.06        5574.97       0.124752E-004  0.677619E+007   13.8499        7.40434       0.158466E+008
  2625.03       0.128894E+007   2523.97        5573.49       0.124882E-004  0.677824E+007   13.8467        7.40103       0.158725E+008
  2646.33       0.128894E+007   2533.80        5572.01       0.125011E-004  0.678025E+007   13.8434        7.39770       0.158984E+008
  2667.64       0.128894E+007   2543.57        5570.52       0.125140E-004  0.678223E+007   13.8401        7.39437       0.159244E+008
  2688.94       0.128894E+007   2553.25        5569.04       0.125268E-004  0.678418E+007   13.8368        7.39098       0.159503E+008
  2710.25       0.128894E+007   2562.87        5567.55       0.125397E-004  0.678611E+007   13.8335        7.38764       0.159763E+008
  2731.56       0.128894E+007   2572.42        5566.07       0.125525E-004  0.678801E+007   13.8302        7.38431       0.160022E+008
  2752.86       0.128894E+007   2581.90        5564.58       0.125653E-004  0.678989E+007   13.8269        7.38095       0.160282E+008
  2774.17       0.128894E+007   2591.31        5563.09       0.125780E-004  0.679174E+007   13.8236        7.37762       0.160542E+008
  2795.48       0.128894E+007   2600.65        5561.60       0.125908E-004  0.679357E+007   13.8203        7.37426       0.160803E+008
  2816.78       0.128894E+007   2609.93        5560.11       0.126035E-004  0.679537E+007   13.8169        7.37087       0.161063E+008
  2838.09       0.128894E+007   2619.14        5558.61       0.126162E-004  0.679715E+007   13.8136        7.36750       0.161324E+008
  2859.40       0.128894E+007   2628.29        5557.12       0.126290E-004  0.679892E+007   13.8103        7.36412       0.161584E+008
  2880.70       0.128894E+007   2637.38        5555.62       0.126416E-004  0.680066E+007   13.8069        7.36072       0.161845E+008
  2902.01       0.128894E+007   2646.40        5554.13       0.126543E-004  0.680238E+007   13.8036        7.35733       0.162106E+008
  2923.32       0.128894E+007   2655.36        5552.63       0.126670E-004  0.680408E+007   13.8002        7.35391       0.162367E+008
  2944.62       0.128894E+007   2664.27        5551.13       0.126797E-004  0.680577E+007   13.7969        7.35052       0.162628E+008
  2965.93       0.128894E+007   2675.80        5542.10       0.126854E-004  0.679875E+007   13.7960        7.33871       0.162969E+008
  2987.24       0.128894E+007   2685.34        5538.73       0.126964E-004  0.679824E+007   13.7932        7.33308       0.163253E+008
  3008.54       0.128894E+007   2698.31        5527.75       0.127025E-004  0.678908E+007   13.7921        7.31771       0.163643E+008
  3029.85       0.128894E+007   2710.02        5518.14       0.127073E-004  0.678131E+007   13.7915        7.30505       0.163996E+008
  3051.16       0.128894E+007   2722.74        5511.08       0.127206E-004  0.677690E+007   13.7882        7.29256       0.164389E+008
  3072.46       0.128894E+007   2741.27        5486.88       0.127149E-004  0.675245E+007   13.7913        7.26113       0.164953E+008
  3093.77       0.128894E+007   2754.15        5474.35       0.127162E-004  0.674119E+007   13.7919        7.24496       0.165348E+008
  3115.08       0.128894E+007   2771.35        5455.70       0.127172E-004  0.672321E+007   13.7933        7.21942       0.165882E+008
  3136.38       0.128894E+007   2786.27        5441.81       0.127208E-004  0.671061E+007   13.7938        7.20018       0.166348E+008
  3157.69       0.128894E+007   2794.62        5440.34       0.127314E-004  0.671201E+007   13.7908        7.19708       0.166611E+008
  3178.99       0.128894E+007   2802.93        5438.86       0.127420E-004  0.671340E+007   13.7879        7.19395       0.166874E+008
  3200.30       0.128894E+007   2811.18        5437.38       0.127526E-004  0.671479E+007   13.7849        7.19082       0.167137E+008
  3221.61       0.128894E+007   2819.38        5435.90       0.127632E-004  0.671615E+007   13.7820        7.18769       0.167400E+008
  3242.91       0.128894E+007   2827.53        5434.42       0.127737E-004  0.671751E+007   13.7790        7.18456       0.167664E+008
  3264.22       0.128894E+007   2835.63        5432.94       0.127843E-004  0.671886E+007   13.7761        7.18141       0.167927E+008
  3285.53       0.128894E+007   2843.68        5431.46       0.127949E-004  0.672020E+007   13.7731        7.17826       0.168191E+008
  3306.83       0.128894E+007   2851.69        5429.97       0.128055E-004  0.672152E+007   13.7701        7.17510       0.168455E+008
  3328.14       0.128894E+007   2859.64        5428.49       0.128160E-004  0.672284E+007   13.7672        7.17195       0.168719E+008
  3349.45       0.128894E+007   2867.55        5427.01       0.128266E-004  0.672415E+007   13.7642        7.16879       0.168983E+008
  3370.75       0.128894E+007   2875.41        5425.52       0.128371E-004  0.672545E+007   13.7612        7.16562       0.169247E+008
  3392.06       0.128894E+007   2883.23        5424.03       0.128477E-004  0.672674E+007   13.7582        7.16245       0.169511E+008
  3413.37       0.128894E+007   2891.00        5422.55       0.128582E-004  0.672801E+007   13.7552        7.15927       0.169776E+008
  3434.67       0.128894E+007   2898.73        5421.06       0.128688E-004  0.672929E+007   13.7523        7.15609       0.170040E+008
  3455.98       0.128894E+007   2906.41        5419.57       0.128793E-004  0.673055E+007   13.7493        7.15291       0.170305E+008
  3477.29       0.128894E+007   2914.05        5418.08       0.128899E-004  0.673181E+007   13.7463        7.14972       0.170570E+008
  3498.59       0.128894E+007   2921.64        5416.59       0.129004E-004  0.673306E+007   13.7433        7.14652       0.170835E+008
  3519.90       0.128894E+007   2929.20        5415.10       0.129110E-004  0.673431E+007   13.7403        7.14332       0.171100E+008
  3541.21       0.128894E+007   2936.71        5413.61       0.129215E-004  0.673554E+007   13.7373        7.14012       0.171365E+008
  3562.51       0.128894E+007   2944.17        5412.12       0.129321E-004  0.673676E+007   13.7343        7.13691       0.171630E+008
  3583.82       0.128894E+007   2951.60        5410.62       0.129426E-004  0.673799E+007   13.7313        7.13369       0.171896E+008
  3605.13       0.128894E+007   2958.99        5409.13       0.129532E-004  0.673920E+007   13.7283        7.13047       0.172161E+008
  3626.43       0.128894E+007   2966.33        5407.63       0.129637E-004  0.674041E+007   13.7252        7.12725       0.172427E+008
  3647.74       0.128894E+007   2973.64        5406.14       0.129743E-004  0.674161E+007   13.7222        7.12403       0.172692E+008
  3669.05       0.128894E+007   2980.91        5404.64       0.129849E-004  0.674281E+007   13.7192        7.12080       0.172958E+008
  3690.35       0.128894E+007   2988.14        5403.15       0.129954E-004  0.674401E+007   13.7162        7.11755       0.173224E+008
  3711.66       0.128894E+007   2995.33        5401.65       0.130060E-004  0.674519E+007   13.7132        7.11431       0.173490E+008
  3732.96       0.128894E+007   3002.48        5400.15       0.130166E-004  0.674637E+007   13.7101        7.11107       0.173757E+008
  3754.27       0.128894E+007   3009.59        5398.65       0.130272E-004  0.674755E+007   13.7071        7.10781       0.174023E+008
  3775.58       0.128894E+007   3016.67        5397.15       0.130378E-004  0.674872E+007   13.7041        7.10455       0.174289E+008
  3796.88       0.128894E+007   3023.71        5395.65       0.130484E-004  0.674989E+007   13.7010        7.10129       0.174556E+008
  3818.19       0.128894E+007   3030.72        5394.15       0.130589E-004  0.675106E+007   13.6980        7.09802       0.174823E+008
  3839.50       0.128894E+007   3037.68        5392.64       0.130696E-004  0.675221E+007   13.6949        7.09474       0.175090E+008
  3860.80       0.128894E+007   3044.62        5391.14       0.130802E-004  0.675337E+007   13.6919        7.09146       0.175357E+008
  3882.11       0.128894E+007   3051.52        5389.64       0.130908E-004  0.675452E+007   13.6888        7.08818       0.175624E+008
  3903.42       0.128894E+007   3058.38        5388.13       0.131014E-004  0.675567E+007   13.6858        7.08489       0.175891E+008
  3924.72       0.128894E+007   3065.21        5386.63       0.131120E-004  0.675681E+007   13.6827        7.08160       0.176158E+008
  3946.03       0.128894E+007   3072.00        5385.12       0.131227E-004  0.675795E+007   13.6797        7.07830       0.176425E+008
  3967.34       0.128894E+007   3078.77        5383.61       0.131333E-004  0.675909E+007   13.6766        7.07500       0.176693E+008
  3988.64       0.128894E+007   3085.49        5382.10       0.131440E-004  0.676022E+007   13.6735        7.07169       0.176961E+008
  4009.95       0.128894E+007   3092.19        5380.60       0.131547E-004  0.676135E+007   13.6705        7.06838       0.177228E+008
  4031.26       0.128894E+007   3098.85        5379.09       0.131653E-004  0.676248E+007   13.6674        7.06505       0.177496E+008
  4052.56       0.128894E+007   3105.48        5377.58       0.131760E-004  0.676360E+007   13.6643        7.06173       0.177764E+008
  4073.87       0.128894E+007   3112.08        5376.06       0.131867E-004  0.676473E+007   13.6612        7.05840       0.178032E+008
  4095.18       0.128894E+007   3118.65        5374.55       0.131974E-004  0.676584E+007   13.6581        7.05507       0.178301E+008
  4116.48       0.128894E+007   3125.18        5373.04       0.132081E-004  0.676696E+007   13.6551        7.05174       0.178569E+008
  4137.79       0.128894E+007   3131.69        5371.53       0.132189E-004  0.676808E+007   13.6520        7.04840       0.178838E+008
  4159.10       0.128894E+007   3138.17        5370.01       0.132296E-004  0.676919E+007   13.6489        7.04503       0.179106E+008
  4180.40       0.128894E+007   3144.61        5368.50       0.132403E-004  0.677030E+007   13.6458        7.04170       0.179375E+008
  4201.71       0.128894E+007   3151.02        5366.98       0.132511E-004  0.677140E+007   13.6427        7.03833       0.179644E+008
  4223.02       0.128894E+007   3157.41        5365.46       0.132619E-004  0.677251E+007   13.6396        7.03496       0.179913E+008
  4244.32       0.128894E+007   3163.77        5363.95       0.132726E-004  0.677362E+007   13.6365        7.03158       0.180182E+008
  4265.63       0.128894E+007   3170.09        5362.43       0.132834E-004  0.677471E+007   13.6334        7.02820       0.180451E+008
  4286.93       0.128894E+007   3176.39        5360.91       0.132942E-004  0.677582E+007   13.6302        7.02482       0.180720E+008
  4308.24       0.128894E+007   3182.66        5359.39       0.133051E-004  0.677692E+007   13.6271        7.02144       0.180990E+008
  4329.55       0.128894E+007   3188.90        5357.87       0.133159E-004  0.677803E+007   13.6240        7.01805       0.181259E+008
  4350.85       0.128894E+007   3195.11        5356.35       0.133267E-004  0.677911E+007   13.6209        7.01464       0.181529E+008
  4372.16       0.128894E+007   3201.30        5354.82       0.133376E-004  0.678021E+007   13.6178        7.01124       0.181799E+008
  4393.47       0.128894E+007   3207.46        5353.30       0.133484E-004  0.678131E+007   13.6146        7.00783       0.182069E+008
  4414.77       0.128894E+007   3213.59        5351.78       0.133593E-004  0.678240E+007   13.6115        7.00442       0.182339E+008
  4436.08       0.128894E+007   3219.69        5350.25       0.133702E-004  0.678349E+007   13.6084        7.00101       0.182609E+008
  4457.39       0.128894E+007   3225.77        5348.73       0.133811E-004  0.678458E+007   13.6052        6.99758       0.182879E+008
  4478.69       0.128894E+007   3231.82        5347.20       0.133920E-004  0.678567E+007   13.6021        6.99415       0.183149E+008
